,Unnamed: 0,Name,A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A1 NumberofNeutrons,A1 NumberofShells,A1 SpecificHeat,A1 Density,A1 Ion Radius,A1 FirstIonization,A1 AtomicMass,A1 MeltingPoint,A2 NumberofProtons,A2 NumberofNeutrons,A2 NumberofShells,A2 SpecificHeat,A2 Density,A2 Ion Radius,A2 FirstIonization,A2 AtomicMass,A2 MeltingPoint,B NumberofProtons,B NumberofNeutrons,B NumberofShells,B SpecificHeat,B Density,B Ion Radius,B FirstIonization,B AtomicMass,B MeltingPoint,X1 NumberofProtons,X1 NumberofNeutrons,X1 NumberofShells,X1 SpecificHeat,X1 Density,X1 Ion Radius,X1 FirstIonization,X1 AtomicMass,X1 MeltingPoint,X2 NumberofProtons,X2 NumberofNeutrons,X2 NumberofShells,X2 SpecificHeat,X2 Density,X2 Ion Radius,X2 FirstIonization,X2 AtomicMass,X2 MeltingPoint,X3 NumberofProtons,X3 NumberofNeutrons,X3 NumberofShells,X3 SpecificHeat,X3 Density,X3 Ion Radius,X3 FirstIonization,X3 AtomicMass,X3 MeltingPoint,X4 NumberofProtons,X4 NumberofNeutrons,X4 NumberofShells,X4 SpecificHeat,X4 Density,X4 Ion Radius,X4 FirstIonization,X4 AtomicMass,X4 MeltingPoint
5135,5135,RbLiBaCl2IBr,Rb,Li,Ba,I,Br,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,56,81,6,0.204,3.59,135.0,5.2117,137.327,1002.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5136,5136,RbLiZnBr2FCl,Rb,Li,Zn,F,Cl,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5137,5137,RbLiZnI2FCl,Rb,Li,Zn,F,Cl,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5138,5138,RbLiZnCl2FBr,Rb,Li,Zn,F,Br,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5139,5139,RbLiZnI2FBr,Rb,Li,Zn,F,Br,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5140,5140,RbLiZnCl2FI,Rb,Li,Zn,F,I,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5141,5141,RbLiZnBr2FI,Rb,Li,Zn,F,I,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5142,5142,RbLiZnBr2ClF,Rb,Li,Zn,Cl,F,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5143,5143,RbLiZnI2ClF,Rb,Li,Zn,Cl,F,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5144,5144,RbLiZnF2ClBr,Rb,Li,Zn,Cl,Br,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5145,5145,RbLiZnI2ClBr,Rb,Li,Zn,Cl,Br,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5146,5146,RbLiZnF2ClI,Rb,Li,Zn,Cl,I,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5147,5147,RbLiZnBr2ClI,Rb,Li,Zn,Cl,I,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5148,5148,RbLiZnCl2BrF,Rb,Li,Zn,Br,F,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5149,5149,RbLiZnI2BrF,Rb,Li,Zn,Br,F,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5150,5150,RbLiZnF2BrCl,Rb,Li,Zn,Br,Cl,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5151,5151,RbLiZnI2BrCl,Rb,Li,Zn,Br,Cl,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5152,5152,RbLiZnF2BrI,Rb,Li,Zn,Br,I,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5153,5153,RbLiZnCl2BrI,Rb,Li,Zn,Br,I,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5154,5154,RbLiZnCl2IF,Rb,Li,Zn,I,F,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5155,5155,RbLiZnBr2IF,Rb,Li,Zn,I,F,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5156,5156,RbLiZnF2ICl,Rb,Li,Zn,I,Cl,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5157,5157,RbLiZnBr2ICl,Rb,Li,Zn,I,Cl,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5158,5158,RbLiZnF2IBr,Rb,Li,Zn,I,Br,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5159,5159,RbLiZnCl2IBr,Rb,Li,Zn,I,Br,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,30,35,4,0.388,7.13,74.0,9.3942,65.38,692.88,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5160,5160,RbLiCaBr2FCl,Rb,Li,Ca,F,Cl,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5161,5161,RbLiCaI2FCl,Rb,Li,Ca,F,Cl,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5162,5162,RbLiCaCl2FBr,Rb,Li,Ca,F,Br,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5163,5163,RbLiCaI2FBr,Rb,Li,Ca,F,Br,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5164,5164,RbLiCaCl2FI,Rb,Li,Ca,F,I,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5165,5165,RbLiCaBr2FI,Rb,Li,Ca,F,I,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5166,5166,RbLiCaBr2ClF,Rb,Li,Ca,Cl,F,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5167,5167,RbLiCaI2ClF,Rb,Li,Ca,Cl,F,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5168,5168,RbLiCaF2ClBr,Rb,Li,Ca,Cl,Br,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5169,5169,RbLiCaI2ClBr,Rb,Li,Ca,Cl,Br,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5170,5170,RbLiCaF2ClI,Rb,Li,Ca,Cl,I,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5171,5171,RbLiCaBr2ClI,Rb,Li,Ca,Cl,I,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5172,5172,RbLiCaCl2BrF,Rb,Li,Ca,Br,F,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5173,5173,RbLiCaI2BrF,Rb,Li,Ca,Br,F,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5174,5174,RbLiCaF2BrCl,Rb,Li,Ca,Br,Cl,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5175,5175,RbLiCaI2BrCl,Rb,Li,Ca,Br,Cl,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
5176,5176,RbLiCaF2BrI,Rb,Li,Ca,Br,I,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5177,5177,RbLiCaCl2BrI,Rb,Li,Ca,Br,I,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5178,5178,RbLiCaCl2IF,Rb,Li,Ca,I,F,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5179,5179,RbLiCaBr2IF,Rb,Li,Ca,I,F,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5180,5180,RbLiCaF2ICl,Rb,Li,Ca,I,Cl,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5181,5181,RbLiCaBr2ICl,Rb,Li,Ca,I,Cl,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5182,5182,RbLiCaF2IBr,Rb,Li,Ca,I,Br,F,F,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63
5183,5183,RbLiCaCl2IBr,Rb,Li,Ca,I,Br,Cl,Cl,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,20,20,4,0.647,1.54,99.0,6.1132,40.078,1112.15,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31
5184,5184,RbLiCdBr2FCl,Rb,Li,Cd,F,Cl,Br,Br,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05,35,45,4,0.474,3.12,196.0,11.8138,79.904,266.05
5185,5185,RbLiCdI2FCl,Rb,Li,Cd,F,Cl,I,I,37,48,5,0.363,1.53,152.0,4.1771,85.468,312.79,3,4,2,3.582,0.534,76.0,5.3917,6.941,453.85,48,64,5,0.232,8.69,97.0,8.9938,112.411,594.33,9,10,2,0.824,0.0017,133.0,17.4228,18.998,53.63,17,18,3,0.479,0.00321,181.0,12.9676,35.453,172.31,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65,53,74,5,0.214,4.93,220.0,10.4513,126.904,386.65
